ID,SMILES,HBA,HBD,LOGP,TPSA,MW,CSP3,HEAVY,RING,HETATOMS,ROTBONDS,CARBOALICYCLIC,HETEROALICYCLIC,CARBOAROMATIC,HETEROAROMATIC,AROMATIC,a_acid,a_aro,a_base,a_nBr,a_nCl,a_nF,a_nI,a_nN,a_nO,b_rotR,chiral,FCharge
DBB1433,O(C)c1c(O)cc2c(OC(C=C(C)C)C=3C(=O)c4c(O)cc5OC(C)(C)C=Cc5c4OC2=3)c1,7,2,5.4636998,98.360001,448.47101,0.26923078,33,5,7,2,0,2,2,1,3,0,12,0,0,0,0,0,0,7,0.054054055,1,0
DBB1434,O=C1OC2C(C)C(C(C(CO)C)C2)COC(=O)C=C2C(=CC)C(OC3C(O)C(O)C(O)C(CO)O3)OC=C12,12,5,-0.71499997,181.44,540.56201,0.69230771,38,4,12,5,1,3,0,0,0,0,0,0,0,0,0,0,0,12,0.12195122,11,0
DBB1435,O(C)c1c(O)ccc(C2C(COC3C(O)C(O)C(O)C(CO)O3)C(CO)Cc3c2cc(O)c(OC)c3)c1,11,7,-0.1558,178.53,522.547,0.53846157,37,4,11,8,1,1,2,0,2,0,12,0,0,0,0,0,0,11,0.2,8,0
DBB1436,O=C(OC1C(CCCC)C(=O)OC(C)C(NC(=O)c2c(O)c(NC=O)ccc2)C(=O)OC1C)CC(C)C,9,3,2.7002001,157.33,520.57898,0.57692307,37,2,11,10,0,1,1,0,1,0,6,0,0,0,0,0,2,9,0.31578946,5,0
DBB1437,O(CC1C(=C)CCC2C(C)(C)C(O)CCC12C)c1c(OC)c2OC(=O)C=Cc2cc1OC,6,1,4.9586,78.129997,442.552,0.57692307,32,4,6,5,2,0,1,1,2,0,6,0,0,0,0,0,0,6,0.14285715,4,0
DBB1439,O=C(OCC1C(O)C(O)C(O)C(Oc2c(OC)cc3C(=O)C(c4ccc(OC)cc4)=COc3c2)O1)CC(=O)O,12,4,0.68150002,191.42,546.48102,0.34615386,39,4,13,9,0,1,2,1,3,0,12,0,0,0,0,0,0,13,0.23809524,5,0
DBB1440,O=C(OC1C(O)C(O)C(O)C(CO)O1)C(=CC=CC(=CC=CC=C(C=CC=C(C(=O)O)C)C)C)C,8,5,1.8679,153.75,490.54901,0.38461539,35,1,9,10,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0.31428573,5,0
DBB1441,O(C(C(O)c1cc(OC)c(OC2C(O)C(O)C(O)C(CO)O2)cc1)CO)c1c(OC)cc(C=CCO)cc1,12,7,-0.63870001,187.75999,538.54602,0.46153846,38,3,12,12,0,1,2,0,2,0,12,0,0,0,0,0,0,12,0.30000001,7,0
DBB1442,O=C(OCC1C(O)C(O)C(O)C(c2c(O)c3C(=O)c4c(Oc3cc2O)cc(O)c(O)c4)O1)c1cc(O)c(O)c(O)c1,15,10,0.26499999,268.04001,574.44702,0.23076923,41,5,15,4,0,1,3,1,4,0,18,0,0,0,0,0,0,15,0.11111111,5,0
DBB1443,O=C1C(c2c(O)cc(O)cc2)=COc2c1c(O)c(CC=C(C)C)c(OC1C(O)C(O)C(O)C(CO)O1)c2,11,7,1.2642,190.28,516.49902,0.34615386,37,4,11,6,0,1,2,1,3,0,12,0,0,0,0,0,0,11,0.15000001,5,0
DBB1444,O=C(OCCCCCCCCCCCCCCCC)C=Cc1cc(OC)c(O)cc1,4,1,7.4384999,55.759998,418.61801,0.65384614,30,1,4,18,0,0,1,0,1,0,6,0,0,0,0,0,0,4,0.63333333,0,0
DBB1445,O=C1C(OC2C(O)C(O)C(O)C(C)O2)=C(c2ccc(O)cc2)Oc2c1c(O)cc(OC1C(O)C(O)C(O)CO1)c2,14,8,-1.1047,228.97,564.49597,0.42307693,40,5,14,5,0,2,2,1,3,0,12,0,0,0,0,0,0,14,0.11363637,9,0
DBB1446,O=C1C(OC2C(O)C(O)C(O)C(C)O2)=C(c2ccc(OC3C(O)C(O)C(O)CO3)cc2)Oc2c1c(O)cc(O)c2,14,8,-1.1047,228.97,564.49597,0.42307693,40,5,14,5,0,2,2,1,3,0,12,0,0,0,0,0,0,14,0.11363637,9,0
DBB1447,O=C(O)CC(O)C12C(C(C)(C)OC1)CC(=O)C1(C)C34C(C)(C(c5cocc5)OC(=O)C3O4)CCC21,8,2,2.6575,135.8,488.53299,0.73076922,35,6,9,4,2,3,0,1,1,0,5,0,0,0,0,0,0,9,0.1,9,0
DBB1448,O(c1c(O)cc(C=Cc2cc(OC3C(O)C(O)C(O)C(CO)O3)cc(O)c2)cc1)C1C(O)C(O)C(O)C(CO)O1,14,10,-2.3743999,239.22,568.52802,0.46153846,40,4,14,8,0,2,2,0,2,0,12,0,0,0,0,0,0,14,0.18604651,10,0
DBB1449,O=C1C(OC2C(O)C(O)C(O)C(COC3C(O)C(O)C(CO)O3)O2)=C(c2ccc(O)cc2)Oc2c1c(O)cc(O)c2,15,9,-1.7812001,249.2,580.495,0.42307693,41,5,15,7,0,2,2,1,3,0,12,0,0,0,0,0,0,15,0.15555556,9,0
DBB1450,O=C(Oc1c(c(OC(=O)C)c2oc3c(c2c1OC(=O)C)cc(O)c(O)c3)-c1ccc(OC(=O)C)cc1)C,11,2,4.3653998,158.8,508.435,0.15384616,37,4,11,5,0,0,3,1,4,0,19,0,0,0,0,0,0,11,0.22499999,0,0
DBB1451,O(C)c1c2Oc3ccc(cc3)C=CC(=O)NCCCNCCCCNC(=O)C=Cc(c2)cc1,5,3,3.5197999,88.690002,449.55099,0.30769232,33,4,7,1,0,2,2,0,2,0,12,0,0,0,0,0,3,4,0.028571429,0,0
DBB1452,O(c1cc(O)cc(C=Cc2ccc(OC3C(O)C(O)C(O)C(CO)O3)cc2)c1)C1C(O)C(O)C(O)C(CO)O1,13,9,-2.0799999,218.99001,552.52899,0.46153846,39,4,13,8,0,2,2,0,2,0,12,0,0,0,0,0,0,13,0.19047619,10,0
DBB1453,O(C)c1c(C=CC(O)(C)C)c2C(=O)c3c(O)c(CC=C(C)C)c(OC)cc3Oc2cc1OC,7,2,4.9703999,98.360001,454.51901,0.34615386,33,3,7,7,0,0,2,1,3,0,12,0,0,0,0,0,0,7,0.2,0,0
DBB1454,O(C)c1c(C=CC(C)C)c2C(=O)c3c(O)c(CC(O)C(=C)C)c(OC)cc3Oc2cc1OC,7,2,4.8263001,98.360001,454.51901,0.34615386,33,3,7,8,0,0,2,1,3,0,12,0,0,0,0,0,0,7,0.22857143,1,0
DBB1455,O(C)c1c(CC(O)C(=C)C)c2C(=O)c3c(O)c(CC=C(C)C)c(OC)cc3Oc2cc1OC,7,2,4.6658001,98.360001,454.51901,0.34615386,33,3,7,8,0,0,2,1,3,0,12,0,0,0,0,0,0,7,0.22857143,1,0
DBB1456,O=C(OCC1C(O)C(O)C(OC(=O)C)C(Oc2cc3OC=C(c4ccc(OC)cc4)C(=O)c3cc2)O1)C,11,2,1.7889,150.96001,514.48297,0.34615386,37,4,11,7,0,1,2,1,3,0,12,0,0,0,0,0,0,11,0.22499999,5,0
DBB1457,O(c1cc(O)cc(-c2oc3c(c2)ccc(OC2C(O)C(O)C(O)C(CO)O2)c3)c1)C1C(O)C(O)C(O)C(CO)O1,14,9,-1.8372,232.13,566.51202,0.46153846,40,5,14,7,0,2,2,1,3,0,15,0,0,0,0,0,0,14,0.15909091,10,0
DBB1458,O(C)c1c(OC2C(O)C(O)C(O)C(CO)O2)ccc(C2C(CO)C(CO)Cc3c2cc(O)c(OC)c3)c1,11,7,-0.50690001,178.53,522.547,0.53846157,37,4,11,8,1,1,2,0,2,0,12,0,0,0,0,0,0,11,0.2,8,0
DBB1459,O(C)c1c(O)cc2OC(C=C(C)C)C=3C(=O)c4c(O)cc(O)c(CC=C(C)C)c4OC=3c2c1,7,3,5.4938002,109.36,450.487,0.26923078,33,4,7,4,0,1,2,1,3,0,12,0,0,0,0,0,0,7,0.11111111,1,0
DBB1460,O=C1C(OC2C(O)C(O)C(O)C(COC3C(O)C(O)C(O)CO3)O2)=C(c2cc(O)c(O)cc2)Oc2c1c(O)cc(O)c2,16,10,-2.0755999,269.42999,596.49402,0.42307693,42,5,16,6,0,2,2,1,3,0,12,0,0,0,0,0,0,16,0.13043478,9,0
DBB1461,C(=C)CCCCCCCCCCCCCCCCCCCCCCCC,0,0,10.1646,0,364.702,0.92307693,26,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92000002,0,0
DBB1462,O(C)C=1C(=O)C2=C(C(=C)C)CC34C(=O)c5c(O)cc6OC(C)(C)C=Cc6c5OC3C2(C(=O)C=1)O4,8,1,2.9863999,108.36,462.45401,0.34615386,34,7,8,2,2,4,1,0,1,0,6,0,0,0,0,0,0,8,0.051282052,3,0
DBB1463,O=C1c2c(OC(c3ccc(O)cc3)C1)cc(OC1C(OC3C(O)C(O)(CO)CO3)C(O)C(O)C(CO)O1)cc2,13,7,-1.2577,204.83,550.513,0.5,39,5,13,7,0,3,2,0,2,0,12,0,0,0,0,0,0,13,0.1627907,9,0
DBB1464,O=C(OCC1C(O)C(O)C(O)C(Oc2cc(O)c3C(=O)C(c4c(OC)cc5OCOc5c4)COc3c2)O1)CC(=O)O,14,5,-0.3073,216.97,578.479,0.42307693,41,5,15,8,0,3,2,0,2,0,12,0,0,0,0,0,0,15,0.2,6,0
DBB1465,O(C)c1c2c(OCC(c3c4OC(C)(C)C=Cc4c(O)cc3)C2)cc2OC(C)(C)CCc12,5,1,5.4073,57.150002,422.521,0.46153846,31,5,5,2,0,3,2,0,2,0,12,0,0,0,0,0,0,5,0.057142857,1,0
DBB1466,O(C)c1c2c(OCC(c3c(O)c(CC=C(C)C)c(O)cc3)C2)cc2OC(C)(C)CCc12,5,2,5.4373999,68.150002,424.53699,0.46153846,31,4,5,4,0,2,2,0,2,0,12,0,0,0,0,0,0,5,0.11764706,1,0
DBB1467,O(C)c1c(CC=C(C)C)c(O)cc2OCC3c4c(OC3c12)cc1OC(C)(C)C=Cc1c4,5,1,5.7034001,57.150002,420.505,0.38461539,31,5,5,3,0,3,2,0,2,0,12,0,0,0,0,0,0,5,0.085714288,2,0
DBB1468,O(C)c1c(CC=C(C)C)c(O)c2C(=O)C(c3c(O)c(CC=C(C)C)c(O)cc3)COc2c1,6,3,5.1883001,96.220001,438.51999,0.34615386,32,3,6,6,0,1,2,0,2,0,12,0,0,0,0,0,0,6,0.17647059,1,0
DBB1469,O(C)c1c(OC2C(O)C(O)C(O)C(CO)O2)ccc(C2C(CO)c3c(c(OC)cc(C=CCO)c3)O2)c1,11,6,0.097599998,167.53,520.53101,0.46153846,37,4,11,9,0,2,2,0,2,0,12,0,0,0,0,0,0,11,0.22499999,7,0
DBB1470,O=C(C=Cc1ccc(OC2C(OC3C(O)C(O)(CO)CO3)C(O)C(O)C(CO)O2)cc1)c1c(O)cc(O)cc1,13,8,-1.3625,215.83,550.513,0.42307693,39,4,13,9,0,2,2,0,2,0,12,0,0,0,0,0,0,13,0.21428572,8,0
DBB1471,O=Cc1c(O)c(OC)c(C(C)C)c2C(=O)C3(C)C=CC(CCC=C(C)C)CC3C(=O)c12,5,1,5.6606998,80.669998,424.53699,0.5,31,3,5,6,2,0,1,0,1,0,6,0,0,0,0,0,0,5,0.18181819,3,0
DBB1472,OC1=C(C(=C)C(O)=C2c3c(N=C12)cccc3)C=1C(=C)C(O)=C2c3c(N=C2C=1O)cccc3,6,4,2.8599999,105.64,420.42401,0,32,6,6,1,0,2,4,0,4,0,12,0,0,0,0,0,2,4,0.027027028,0,0
DBB1473,Oc1c(-c2c(O)c(C)cc3c2[nH]c2c3cccc2)c2[nH]c3c(c2cc1C)cccc3,2,4,6.65064,72.040001,392.45801,0.07692308,30,6,4,1,0,0,4,2,6,0,26,0,0,0,0,0,2,2,0.028571429,0,0
DBB1474,O=C(NCCc1c2c([nH]c1)cccc2)CCCCCCCCCCCCCCC,1,2,7.3079,44.889999,398.63501,0.65384614,29,2,3,17,0,0,1,1,2,0,9,0,0,0,0,0,2,1,0.60000002,0,0
DBB1475,O(C)c1c(O)cc2c(OC(C=C(C)C)C=3C(=O)c4c(O)cc(O)c(CC=C(C)C)c4OC2=3)c1,7,3,5.4938002,109.36,450.487,0.26923078,33,4,7,4,0,1,2,1,3,0,12,0,0,0,0,0,0,7,0.11111111,1,0
DBB1476,O=C(OC1C(=C)C2C(OC(=O)C(CC)C)C(=O)C(C(O)C)C2C(C(C)C)C1)C=C(CC)C,6,1,4.2565999,89.900002,448.60001,0.73076922,32,2,6,8,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0.30303031,8,0
DBB1477,O=C(OC1C(=C)C2C(OC(=O)C(CC)C)C(=O)C(=CC)C2C(C(C)C)C1)C=C(CC)C,5,0,5.2059002,69.669998,430.58499,0.65384614,31,2,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0.28125,6,0
DBB1478,O=C(NCCc1ccc(O)cc1)C(=Cc1cc(OC)c(O)cc1)c1cc(OC)c(O)c(OC)c1,7,4,3.7286999,117.48,465.50201,0.1923077,34,3,8,9,0,0,3,0,3,0,18,0,0,0,0,0,1,7,0.27777779,0,0
DBB1479,O(C)c1c(CC=C(C)C)c2c(c(OC)c1)CC1c3c(OC(C)(C)C1C2)cc(O)cc3,4,1,5.5876999,47.919998,408.53799,0.46153846,30,4,4,4,1,1,2,0,2,0,12,0,0,0,0,0,0,4,0.12121212,2,0
DBB1480,O(C)c1cc2OC(C=C(C)C)C=3C(=O)c4c(O)c(C=CC(C)C)c(O)cc4OC=3c2cc1,6,2,5.9487,89.129997,434.48801,0.26923078,32,4,6,4,0,1,2,1,3,0,12,0,0,0,0,0,0,6,0.11428571,1,0
DBB1481,O(c1c(C2OCC3C(c4cc5OCOc5cc4)OCC23)cc2OCOc2c1)C1C(O)C(O)C(O)C(CO)O1,12,4,0.39789999,154.75999,532.49799,0.53846157,38,7,12,5,0,5,2,0,2,0,12,0,0,0,0,0,0,12,0.11363637,9,0
DBB1482,O(C)c1c(CC=C(C)C)c(O)c2C(=O)C(c3c(O)c(CC=C(C)C)c(O)cc3)=COc2c1,6,3,5.6027999,100.13,436.504,0.26923078,32,3,6,6,0,0,2,1,3,0,12,0,0,0,0,0,0,6,0.17647059,0,0
DBB1483,O(C)c1c(C=CC(C)C)c(O)c(C2=C(CC=C(C)C)C(=O)c3c(O)cc(O)cc3O2)cc1O,7,4,5.4689002,120.36,452.50299,0.26923078,33,3,7,6,0,0,2,1,3,0,12,0,0,0,0,0,0,7,0.17142858,0,0
DBB1484,S(=O)(CC(O)CC(N)C(=O)O)c1c2C(=O)C(NC)C(O)NC(C)C(=O)NC(C(=O)NCC(=O)O)C(CC)(C)Oc(c(O)c1)c2,13,10,-3.0234001,292.92999,645.68799,0.57692307,44,2,18,11,0,1,1,0,1,0,6,0,0,0,0,0,5,12,0.26666668,7,0
DBB1485,O=C1Oc2c(cc3c(OC(C(OC4C(O)C(O)C(O)C(COC5C(O)C(O)C(O)C(C)O5)O4)(C)C)C3)c2)C=C1,13,6,-1.4566,197.74001,554.54498,0.65384614,39,5,13,6,0,3,1,1,2,0,6,0,0,0,0,0,0,13,0.13953489,11,0
DBB1486,O=C1c2c(O)cc(OC3C(O)C(O)C(O)C(COC4C(O)C(O)(CO)CO4)O3)cc2OC(c2cc(O)c(O)cc2)=C1,15,9,-1.7796,249.2,580.495,0.42307693,41,5,15,7,0,2,2,1,3,0,12,0,0,0,0,0,0,15,0.15555556,8,0
DBB1487,O(c1c(-c2ccc(O)cc2)[o+]c2c(c(O)cc(O)c2)c1)C1C(OC2C(O)C(O)C(O)CO2)C(O)C(O)C(CO)O1,13,9,-0.8603,230.28999,565.50403,0.42307693,40,5,14,6,0,2,2,1,3,0,16,1,0,0,0,0,0,14,0.13636364,9,1
DBB1489,O=C(C(OC1C(OC2C(O)C(O)C(O)C(C)O2)C(OC2C(NC(=O)C)C(O)C(O)C(CO)O2)C(O)C(CO)O1)C(O)CO)C(O)CO,20,13,-8.7332001,344.31,691.633,0.92307693,47,3,21,14,0,3,0,0,0,0,0,0,0,0,0,0,1,20,0.30612245,18,0
DBB1490,O=C(O)CNC(=O)CCC(C)C1C2(C)C(O)CC3C4(C)C(CC(O)CC4)CCC3C2CC1,4,4,3.5941,106.86,449.63199,0.92307693,32,4,6,6,4,0,0,0,0,0,0,0,0,0,0,0,1,5,0.2,10,0
DBB1491,O=C(O)CNC(=O)CCC(C)C1C2(C)C(C3C(O)CC4C(C)(C3CC2)CCC(O)C4)CC1,4,4,3.5941,106.86,449.63199,0.92307693,32,4,6,6,4,0,0,0,0,0,0,0,0,0,0,0,1,5,0.2,10,0
DBB1492,O=C(O)CNC(=O)CCC(C)C1C2(C)C(C3C(C4(C)C(CC(O)CC4)CC3)CC2)CC1,3,3,4.6233001,86.629997,433.633,0.92307693,31,4,5,6,4,0,0,0,0,0,0,0,0,0,0,0,1,4,0.20588236,9,0
DBB1494,S(=O)(=O)(O)CCNC(=O)CCC(C)C1C2(C)C(C3C(C4(C)C(CC(O)CC4)CC3)CC2)CC1,4,3,4.4264998,103.7,483.715,0.96153843,33,4,7,7,4,0,0,0,0,0,0,0,0,0,0,0,1,5,0.22222222,9,0
DBB1495,S(=O)(=O)(O)CCNC(=O)CCC(C)C1C2(C)C(C3C(O)CC4C(C)(C3CC2)CCC(O)C4)CC1,5,4,3.3973,123.93,499.71399,0.96153843,34,4,8,7,4,0,0,0,0,0,0,0,0,0,0,0,1,6,0.21621622,10,0
DBB1497,S(=O)(=O)(O)CCNC(=O)CCC(C)C1C2(C)C(O)CC3C4(C)C(CC(O)CC4)CCC3C2CC1,5,4,3.3973,123.93,499.71399,0.96153843,34,4,8,7,4,0,0,0,0,0,0,0,0,0,0,0,1,6,0.21621622,10,0
DBB1499,S(=O)(=O)(O)CCNC(=O)CCC(C)C1C2(C)C(C3C(O)C(O)C4C(C)(C3CC2)CCC(O)C4)CC1,6,5,2.3680999,144.16,515.71301,0.96153843,35,4,9,7,4,0,0,0,0,0,0,0,0,0,0,0,1,7,0.21052632,11,0
DBB1501,OC1CC=2C(C)(C3C(C4C(C)(C(C(CCCN(C)C)C)CC4)CC3)CC=2)CC1,2,1,5.9042001,23.469999,387.65201,0.92307693,28,4,2,5,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0.16129032,8,0
DBB1502,S(C(=O)C(CC)C)CCNC(=O)CCNC(=O)C(O)C(CO[P+](=O)(O[P+](=O)(OCC1C(O[P+]([OH0])(=O)[O-])C(O)C(n2c3N=CNC(=N)c3nc2)O1)[O-])[O-])(C)C,21,7,0.052669998,354.88,851.659,0.69230771,54,3,28,21,0,1,0,2,2,7,5,0,0,0,0,0,7,17,0.42857143,6,0
DBB1503,S(C(=O)CC(C)C)CCNC(=O)CCNC(=O)C(O)C(CO[P+](=O)(O[P+](=O)(OCC1C(O[P+]([OH0])(=O)[O-])C(O)C(n2c3N=CNC(=N)c3nc2)O1)[O-])[O-])(C)C,21,7,0.052669998,354.88,851.659,0.69230771,54,3,28,21,0,1,0,2,2,7,5,0,0,0,0,0,7,17,0.42857143,5,0
DBB1504,S(C(=O)C(C(=O)C)C)CCNC(=O)CCNC(=O)C(O)C(CO[P+](=O)(O[P+](=O)(OCC1C(O[P+]([OH0])(=O)[O-])C(O)C(n2c3N=CNC(=N)c3nc2)O1)[O-])[O-])(C)C,22,7,-0.76832998,371.95001,865.64203,0.65384614,55,3,29,21,0,1,0,2,2,7,5,0,0,0,0,0,7,18,0.42105263,6,0
DBB1505,S(C(=O)C=CCC(=O)O)CCNC(=O)CCNC(O)C(=O)C(CO[P+](=O)(O[P+](=O)(OCC1C(O[P+]([OH0])(=O)[O-])C(O)C(n2c3N=CNC(=N)c3nc2)O1)[O-])[O-])(C)C,23,8,-0.96253002,392.17999,879.625,0.57692307,56,3,30,23,0,1,0,2,2,7,5,0,0,0,0,0,7,19,0.43103448,5,0
DBB1506,S(C(=O)CCCC(=O)O)CCNC(=O)CCNC(O)C(=O)C(CO[P+](=O)(O[P+](=O)(OCC1C(O[P+]([OH0])(=O)[O-])C(O)C(n2c3N=CNC(=N)c3nc2)O1)[O-])[O-])(C)C,23,8,-0.73852998,392.17999,881.64099,0.65384614,56,3,30,24,0,1,0,2,2,7,5,0,0,0,0,0,7,19,0.44827586,5,0
DBB1507,S(C(=O)C(C(O)C)C)CCNC(=O)CCNC(=O)C(O)C(CO[P+](=O)(O[P+](=O)(OCC1C(O[P+]([OH0])(=O)[O-])C(O)C(n2c3N=CNC(=N)c3nc2)O1)[O-])[O-])(C)C,22,8,-0.97653002,375.10999,867.65802,0.69230771,55,3,29,21,0,1,0,2,2,7,5,0,0,0,0,0,7,18,0.42105263,7,0
DBB1508,S(=O)(=O)(OCC1C(O)C(O)C(NC(=O)C)C(OC2C(O)C(O)C(OC3C(CS(=O)(=O)O)C(OS(=O)(=O)O)C(OC4C(O)C(OS(=O)(=O)O)C(O)OC4C(=O)O)OC3O)OC2C(=O)O)O1)O,28,14,-9.8385,555.09003,1039.855,0.88461536,65,4,39,18,0,4,0,0,0,0,0,0,0,0,0,0,1,34,0.27941176,20,0
DBB1509,S(C(=O)C=C(C)C)CCNC(=O)CCNC(=O)C(O)C(CO[P+](=O)(O[P+](=O)(OCC1C(O[P+]([OH0])(=O)[O-])C(O)C(n2c3N=CNC(=N)c3nc2)O1)[O-])[O-])(C)C,21,7,-0.02723,354.88,849.64301,0.61538464,54,3,28,20,0,1,0,2,2,7,5,0,0,0,0,0,7,17,0.4107143,5,0
DBB1510,S(C(=O)C(=CC)C)CCNC(=O)CCNC(=O)C(O)C(CO[P+](=O)(O[P+](=O)(OCC1C(O[P+]([OH0])(=O)[O-])C(O)C(n2c3N=CNC(=N)c3nc2)O1)[O-])[O-])(C)C,21,7,-0.02723,354.88,849.64301,0.61538464,54,3,28,20,0,1,0,2,2,7,5,0,0,0,0,0,7,17,0.4107143,5,0
DBB1511,OC(C(O)C)CCC(C)C1C2(C)C(O)CC3C4(C)C(CC(O)C3C2CC1)CC(O)CC4,5,5,3.1057999,101.15,438.64899,1,31,4,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0.14705883,13,0
DBB1512,OC(C(O)CCC(C)C1C2(C)C(O)CC3C4(C)C(CC(O)C3C2CC1)CC(O)CC4)CO,6,6,2.0782001,121.38,454.64801,1,32,4,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0.17142858,13,0
DBB1513,O=C(C(O)C(O)O)CCC(C)C1C2(C)C(C3C(C4(C)C(CC(O)CC4)CC3)CC2)CC1,5,4,3.6631999,97.989998,436.633,0.96153843,31,4,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0.17647059,10,0
DBB1514,S(=O)(=O)(OC1CC2C(C)(C3C(C(O)C2)C2C(C)(C(C(CCC(=O)NCC(=O)O)C)CC2)CC3)CC1)O,6,4,3.4212,150.23,529.69598,0.92307693,36,4,10,8,4,0,0,0,0,0,0,0,0,0,0,0,1,8,0.23076923,10,0
DBB1515,S(=O)(=O)(O)CCNC(=O)CCC(C)C1C2(C)C(O)CC3C4(C)C(CC(O)C3C2CC1)CC(S(=O)(=O)O)CC4,7,5,2.2636001,178.3,579.77802,0.96153843,38,4,12,8,4,0,0,0,0,0,0,0,0,0,0,0,1,9,0.21951219,11,0
DBB1516,S(=O)(=O)(OC1C2C3C(C)(C(C(CCC(=O)NCC(=O)O)C)CC3)CCC2C2(C)C(C1)CC(O)CC2)O,6,4,3.4212,150.23,529.69598,0.92307693,36,4,10,8,4,0,0,0,0,0,0,0,0,0,0,0,1,8,0.23076923,10,0
DBB1518,S(=O)(=O)(OC1C2C3C(C)(C(C(CCC(=O)NCCS(=O)(=O)O)C)CC3)CCC2C2(C)C(C1)CC(O)CC2)O,7,4,3.2244,167.3,579.77802,0.96153843,38,4,12,9,4,0,0,0,0,0,0,0,0,0,0,0,1,9,0.24390244,10,0
DBB1519,S(=O)(=O)(OC1CC2C(C)(C3C(C4C(C)(C(C(CCC(=O)NCCS(=O)(=O)O)C)CC4)CC3)CC2)CC1)O,6,3,4.2536001,147.07001,563.77899,0.96153843,37,4,11,9,4,0,0,0,0,0,0,0,0,0,0,0,1,8,0.25,9,0
DBB1520,S(=O)(=O)(OC1CC2C(C)(C3C(C(O)C2)C2C(C)(C(O)C3)C(C(CCC(=O)NCCS(=O)(=O)O)C)CC2)CC1)O,8,5,2.1952,187.53,595.77698,0.96153843,39,4,13,9,4,0,0,0,0,0,0,0,0,0,0,0,1,10,0.23809524,11,0
DBB1521,S(=O)(=O)(OC1CC2C(C)(C3C(C4C(C)(C(C(CCC(=O)NCC(=O)O)C)CC4)CC3)CC2)CC1)O,5,3,4.4503999,130,513.69702,0.92307693,35,4,9,8,4,0,0,0,0,0,0,0,0,0,0,0,1,7,0.23684211,9,0
DBB1522,S(=O)(=O)(OC1C2C(C3(C)C(C1)CC(O)CC3)CC(O)C1(C)C(C(CCC(=O)NCC(=O)O)C)CCC21)O,7,5,2.392,170.46001,545.69501,0.92307693,37,4,11,8,4,0,0,0,0,0,0,0,0,0,0,0,1,9,0.22499999,11,0
DBB1523,S(=O)(=O)(OC1C2(C)C(C(CCC(=O)NCC(=O)O)C)CCC2C2C(O)CC3C(C)(C2C1)CCC(O)C3)O,7,5,2.392,170.46001,545.69501,0.92307693,37,4,11,8,4,0,0,0,0,0,0,0,0,0,0,0,1,9,0.22499999,11,0
DBB1525,O=C(OC1C(O)C(O)C(O)C(C(=O)O)O1)C=C(C=CC=C(C=CC=1C(C)(C)CCCC=1C)C)C,7,4,2.9533999,133.52,476.56601,0.53846157,34,2,8,7,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0.22857143,5,0
DBB1526,S(C(=O)C=C(C(=O)O)C)CCNC(=O)CCNC(=O)C(O)C(CO[P+](=O)(O[P+](=O)(OCC1C(O[P+]([OH0])(=O)[O-])C(O)C(n2c3N=CNC(=N)c3nc2)O1)[O-])[O-])(C)C,22,8,-0.96253002,392.17999,879.625,0.57692307,56,3,30,21,0,1,0,2,2,7,5,0,0,0,0,0,7,19,0.41379312,5,0
DBB1527,O=C(OC1C2(C)C(C3C(C4(C)C(=CC3)CC(=O)CC4)CC2)CC1)CCCCCC,3,0,6.4004998,43.369999,400.603,0.84615386,29,4,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0.21875,6,0
DBB1528,S(C(=O)CC(O)(C(=O)O)C)CCNC(=O)CCNC(O)C(=O)C(CO[P+](=O)(O[P+](=O)(OCC1C(O[P+]([OH0])(=O)[O-])C(O)C(n2c3N=CNC(=N)c3nc2)O1)[O-])[O-])(C)C,24,9,-1.76773,412.41,897.64001,0.65384614,57,3,31,23,0,1,0,2,2,7,5,0,0,0,0,0,7,20,0.42372882,6,0
DBB1529,O=C(NC1C(O)C(OC2C(O)C(OC3C(O)C(OC4C(O)C(O)C(O)C(CO)O4)C(O)C(CO)O3)C(O)C(CO)O2)C(CO)OC1O)C,21,14,-9.6049995,356.70001,707.63202,0.96153843,48,4,22,11,0,4,0,0,0,0,0,0,0,0,0,0,1,21,0.23529412,20,0
DBB1530,O=C(NC(C=O)C(O)C(OC1C(O)C(OC2C(OC3C(O)C(O)C(O)C(CO)O3)C(O)C(O)C(CO)O2)C(O)C(CO)O1)C(O)CO)C,21,14,-9.7623997,364.54001,707.63202,0.92307693,48,3,22,15,0,3,0,0,0,0,0,0,0,0,0,0,1,21,0.31999999,19,0
