ID,SMILES,HBA,HBD,LOGP,TPSA,MW,CSP3,HEAVY,RING,HETATOMS,ROTBONDS,CARBOALICYCLIC,HETEROALICYCLIC,CARBOAROMATIC,HETEROAROMATIC,AROMATIC,a_acid,a_aro,a_base,a_nBr,a_nCl,a_nF,a_nI,a_nN,a_nO,b_rotR,chiral,FCharge
DBB1,S(=O)(=O)(O)c1c2c(c(N=Nc3n(-c4ccc(S(=O)(=O)O)cc4)nc(C(=O)OCC)c3O)cc1)cccc2,11,3,3.8166001,197.81,546.539,0.090909094,37,4,15,7,0,0,3,1,4,0,21,0,0,0,0,0,4,9,0.2,0,0
DBB2,O(C)c1c(O)cc(C2Oc3c(c(OC4C(O)C(O)C(O)C(CO)O4)cc(O)c3)C(=O)C2)cc1,11,6,-0.0083999997,175.37,464.423,0.40909091,33,4,11,5,0,2,2,0,2,0,12,0,0,0,0,0,0,11,0.1388889,6,0
DBB3,O(C)c1c(O)cc(C=2Oc3c(c(O)c(c(O)c3)C3C(O)C(O)C(O)C(CO)O3)C(=O)C=2)cc1,11,7,0.1003,190.28,462.40701,0.31818181,33,4,11,4,0,1,2,1,3,0,12,0,0,0,0,0,0,11,0.11111111,5,0
DBB4,O(C)c1c(OC)c(OC)c2OC(c3cc(OC)c(OC)cc3)=C(OC)C(=O)c2c1OC,9,0,3.5202,94.82,432.42499,0.31818181,31,3,9,8,0,0,2,1,3,0,12,0,0,0,0,0,0,9,0.24242425,0,0
DBB5,O=C(O)C(O)(C(C(=O)O)CCCCCCCCCCCCCCCC)CC(=O)O,4,4,4.849,132.13,416.55499,0.86363637,29,0,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.71428573,2,0
DBB6,O=C(O)C1C(O)C(O)C(O)C(OC2=C(c3cc(OC)c(O)cc3)Oc3c(c(O)cc(O)c3)C2=O)O1,12,7,-0.1436,216.58,492.38901,0.27272728,35,4,13,5,0,1,2,1,3,0,12,0,0,0,0,0,0,13,0.13157895,5,0
DBB7,O=C(OC1C(c2cc(O)c(O)cc2)Oc2c(c(O)cc(O)c2)C1)c1cc(O)c(O)c(O)c1,10,7,2.5276,177.14,442.37601,0.13636364,32,4,10,3,0,1,3,0,3,0,18,0,0,0,0,0,0,10,0.11428571,2,0
DBB8,O=C(Oc1cc(O)c2c(OC(c3cc(O)c(O)cc3)C(O)C2)c1)c1cc(O)c(O)c(O)c1,10,7,2.1765001,177.14,442.37601,0.13636364,32,4,10,3,0,1,3,0,3,0,18,0,0,0,0,0,0,10,0.11428571,2,0
DBB9,O(C)c1c(O)c(OC)cc(-c2c(OC3C(O)C(O)C(CO)O3)cc3c(O)cc(O)cc3[o+]2)c1,10,6,1.3327,169.60001,463.41501,0.31818181,33,4,11,6,0,1,2,1,3,0,16,1,0,0,0,0,0,11,0.16666667,4,1
DBB10,O(C)c1c(OC2C(O)C(O)C(O)C(CO)O2)cc(C=2C(=O)c3c(O)cc(O)cc3OC=2)cc1,11,6,0.058499999,179.28,462.40701,0.31818181,33,4,11,5,0,1,2,1,3,0,12,0,0,0,0,0,0,11,0.1388889,5,0
DBB11,O=C(OCCCCCCCCCCCCCCCCCC)C=CC(=O)O,3,1,6.4319,63.599998,368.55801,0.81818181,26,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.80000001,0,0
DBB12,O(C)c1c(O)ccc(-c2c(OC3C(O)C(O)C(O)C(CO)O3)cc3c(O)cc(O)cc3[o+]2)c1,10,7,0.685,180.60001,463.41501,0.31818181,33,4,11,5,0,1,2,1,3,0,16,1,0,0,0,0,0,11,0.1388889,5,1
DBB14,O(C)c1c(O)ccc(-c2c(OC3C(O)C(O)C(O)C(C)O3)cc3c(O)cc(O)cc3[o+]2)c1,9,6,1.7126,160.37,447.41599,0.31818181,32,4,10,4,0,1,2,1,3,0,16,1,0,0,0,0,0,10,0.11428571,5,1
DBB15,O(C)c1c(O)c(O)cc(-c2c(OC3C(O)C(O)C(O)C(CO)O3)cc3c(O)cc(O)cc3[o+]2)c1,11,8,0.3906,200.83,479.414,0.31818181,34,4,12,5,0,1,2,1,3,0,16,1,0,0,0,0,0,12,0.13513513,5,1
DBB17,O=C(OCC1C(O)C(O)C(O)C(OC2(CO)C(O)C(O)C(CO)O2)O1)C1C=CC(C(O)(C)C)CC1,13,8,-3.4914,215.83,508.517,0.86363637,35,3,13,8,1,2,0,0,0,0,0,0,0,0,0,0,0,13,0.24324325,11,0
DBB18,O=C(O)C(NC(=O)C1N(C(=O)C(NC(=O)C(NC(=O)C(N)CC(=O)O)CO)CC(=O)O)CCC1)CCCNC(=N)N,10,11,-4.9513302,327.66,588.57501,0.63636363,41,1,19,17,0,1,0,0,0,0,0,0,0,0,0,0,8,11,0.53658539,5,0
DBB19,O(CCCCCCCC)c1ccc(C=Nc2ccc(C#N)cc2)cc1,3,0,6.0481801,45.380001,334.46301,0.36363637,25,2,3,10,0,0,2,0,2,0,12,0,0,0,0,0,2,1,0.42307693,0,0
DBB20,O=C(OC1C(c2cc(O)c(O)c(O)c2)Oc2c(c(O)cc(O)c2)C1)c1cc(O)c(O)c(O)c1,11,8,2.2332001,197.37,458.375,0.13636364,33,4,11,3,0,1,3,0,3,0,18,0,0,0,0,0,0,11,0.11111111,2,0
DBB21,O(C)c1ccc(C2=C(O)C(=O)c3c(O)cc(OC4C(O)C(O)C(O)C(CO)O4)cc3O2)cc1,11,6,0.058499999,179.28,462.40701,0.31818181,33,4,11,5,0,1,2,1,3,0,12,0,0,0,0,0,0,11,0.1388889,5,0
DBB22,O=C(OC1C(C)=CC2C(COC(=O)C)(C3(C)C4(OC4)C(C(O)C3OC(=O)C)O2)C1)CC,9,1,1.0566,120.89,438.47299,0.77272725,31,4,9,5,2,2,0,0,0,0,0,0,0,0,0,0,0,9,0.23529412,8,0
DBB23,O(C)c1cc2[nH]c3C(C=C(C)C)N4C(O)(C(=O)N5C(C4=O)CCC5)C(O)c3c2cc1,5,3,1.7526,106.1,411.45801,0.45454547,30,5,8,2,0,3,1,1,2,0,9,0,0,0,0,0,3,5,0.05882353,4,0
DBB24,O(C)c1cc2[nH]c3C(C=C(C)C)N4C(=O)C5N(C(=O)C4Cc3c2cc1)CCC5,3,1,2.9417,65.639999,379.45999,0.45454547,28,5,6,2,0,3,1,1,2,0,9,0,0,0,0,0,3,3,0.0625,3,0
DBB25,O(C)c1cc2[nH]c3C(C=C(C)C)N4C(=O)C5N(C(=O)C64OC6c3c2cc1)CCC5,4,1,2.7981999,78.169998,393.44299,0.45454547,29,6,7,2,0,4,1,1,2,0,9,0,0,0,0,0,3,4,0.05882353,4,0
DBB26,O=C(OCC)CC(OC1C(O)C(O)C(O)C(COC2C(O)C(O)C(O)C(CO)O2)O1)CCCCC,13,7,-2.4707999,204.83,512.54901,0.95454544,35,2,13,13,0,2,0,0,0,0,0,0,0,0,0,0,0,13,0.3888889,11,0
DBB27,O=C(OC1C2(O)C(C)(C3C(C=C2)CC(C)(C)C3)C1)c1c(O)cc(O)cc1C,5,3,3.6949201,86.989998,372.461,0.59090906,27,4,5,2,3,0,1,0,1,0,6,0,0,0,0,0,0,5,0.1,5,0
DBB28,O=C(O)C1C(O)C(O)C(O)C(Oc2c(O)cc(O)c3C(=O)C=C(c4cc(O)c(OC)cc4)Oc23)O1,12,7,-0.1436,216.58,492.38901,0.27272728,35,4,13,5,0,1,2,1,3,0,12,0,0,0,0,0,0,13,0.13157895,5,0
DBB29,S(=O)(=O)(OC1C(O)C(O)C(CO)OC1Oc1c(O)cc(O)c2C(=O)C=C(c3ccc(OC)cc3)Oc12)O,13,6,-0.1144,222.64999,542.47101,0.31818181,37,4,15,7,0,1,2,1,3,0,12,0,0,0,0,0,0,14,0.175,5,0
DBB30,O=C(C=Cc1ccc(O)cc1)c1c(O)c(CC=C(C)C)c(OC)cc1OC,5,2,4.5198002,75.989998,368.42899,0.22727273,27,2,5,7,0,0,2,0,2,0,12,0,0,0,0,0,0,5,0.25,0,0
DBB31,O(C)c1c(O)cc(C=2C(=O)c3c(OC=2)cc(OC2C(O)C(O)C(O)C(CO)O2)cc3)cc1,10,5,0.3529,159.05,446.40799,0.31818181,32,4,10,5,0,1,2,1,3,0,12,0,0,0,0,0,0,10,0.14285715,5,0
DBB32,O(C)c1cc(OC2C(O)C(O)C(O)C(CO)O2)c2C(=O)C(c3ccc(O)cc3)=COc2c1,10,5,0.3529,159.05,446.40799,0.31818181,32,4,10,5,0,1,2,1,3,0,12,0,0,0,0,0,0,10,0.14285715,5,0
DBB33,O=C(OC1C(c2ccc(O)cc2)Oc2c(c(O)cc(O)c2)C1)c1cc(O)c(O)c(O)c1,9,6,2.822,156.91,426.37701,0.13636364,31,4,9,3,0,1,3,0,3,0,18,0,0,0,0,0,0,9,0.11764706,2,0
DBB34,O(C)c1c(O)ccc(C2=C(O)C(=O)c3c(O)c(O)c(OC4C(O)C(O)C(O)C(CO)O4)cc3O2)c1,13,8,-0.53030002,219.74001,494.405,0.31818181,35,4,13,5,0,1,2,1,3,0,12,0,0,0,0,0,0,13,0.13157895,5,0
DBB35,Oc1c(C)c(O)cc(CCCCCCCC=CCC=CCC=C)c1,2,2,6.3679199,40.459999,328.496,0.45454547,24,1,2,12,0,0,1,0,1,0,6,0,0,0,0,0,0,2,0.5,0,0
DBB36,Oc1c(C)c(O)cc(CCCCCCCC=CCC=CCCC)c1,2,2,6.5919199,40.459999,330.51199,0.54545456,24,1,2,12,0,0,1,0,1,0,6,0,0,0,0,0,0,2,0.5,0,0
DBB37,Oc1c(C)c(O)cc(CCCCCCCC=CCCCCCC)c1,2,2,6.8159199,40.459999,332.52802,0.63636363,24,1,2,13,0,0,1,0,1,0,6,0,0,0,0,0,0,2,0.54166669,0,0
DBB38,O=C(C=Cc1cc(OC)c(O)c(OC)c1)CC(=O)C=Cc1cc(OC)c(O)cc1,7,2,3.3785,102.29,398.41101,0.18181819,29,2,7,9,0,0,2,0,2,0,12,0,0,0,0,0,0,7,0.30000001,0,0
DBB39,O(C)c1c(O)c(OC)cc(C2OCC3C(c4cc(OC)c(O)c(OC)c4)OCC23)c1,8,2,3.2074001,95.839996,418.44199,0.45454547,30,4,8,6,0,2,2,0,2,0,12,0,0,0,0,0,0,8,0.18181819,4,0
DBB40,O(C)c1c(O)c(OC)cc(C2C(C)C(C)C(c3cc(OC)c(O)c(OC)c3)O2)c1,7,2,4.217,86.610001,404.45901,0.45454547,29,3,7,6,0,1,2,0,2,0,12,0,0,0,0,0,0,7,0.19354838,4,0
DBB41,O=C(OC1C2C(=C)C(=O)OC2CC(CO)C(=O)CC(OC)C(OC)(C)C1)C(=CC)C,8,1,1.7438,108.36,424.48999,0.68181819,30,2,8,5,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0.19354838,6,0
DBB42,O(C)c1c(-c2c3C(=O)C(OC)=CC(=O)c3cc(C)c2)cc2c(OC(=O)C=C2)c1,6,0,3.6863201,82.809998,376.36401,0.13636364,28,4,6,3,1,0,2,1,3,0,12,0,0,0,0,0,0,6,0.096774191,0,0
DBB43,O=C(C(CC)C)c1c2OC(=O)C=C(CCC)c2c(O)c2c1OC(C)(C)C(O)C2,6,2,3.7543001,96.970001,388.45999,0.54545456,28,3,6,5,0,1,1,1,2,0,6,0,0,0,0,0,0,6,0.16666667,2,0
DBB44,O(CC=C(CCC=C(C)C)C)c1c2c(c(OC)c3OC(=O)C=Cc13)occ2,5,0,5.6192999,61.810001,368.42899,0.31818181,27,3,5,7,0,0,1,2,3,0,9,0,0,0,0,0,0,5,0.24137931,0,0
DBB45,O=C(C(CC)C)c1c(O)c(CC=C(C)C)c(O)c2C(CCC)=CC(=O)Oc12,5,2,4.8941998,87.739998,372.461,0.45454547,27,2,5,7,0,0,1,1,2,0,6,0,0,0,0,0,0,5,0.25,1,0
DBB46,O=C(OC(C(O)(C)C)COc1c2occc2c(OC)c2c1OC(=O)C=C2)CC(C)C,8,1,3.6554,108.34,418.44199,0.45454547,30,3,8,8,0,0,1,2,3,0,9,0,0,0,0,0,0,8,0.28125,1,0
DBB47,O=C(O)CCC=CCCC=CCCC=CCC=CCCC=CCC,1,1,6.7729001,37.299999,330.51199,0.5,24,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.65217394,0,0
DBB48,O=C(OCC1C(O)C(O)C(O)C(Oc2c3c(O)c(C(=O)C)c(C)cc3cc(OC)c2)O1)C(=O)O,11,5,-0.12078,189.28,480.422,0.40909091,34,3,12,6,0,1,2,0,2,0,10,0,0,0,0,0,0,12,0.22222222,5,0
DBB49,O=C(OC1C(O)C(O)C(CO)OC1OC(=O)c1cc(O)c(O)c(O)c1)C=Cc1ccccc1,11,6,0.0244,183.21001,462.40701,0.27272728,33,3,11,6,0,1,2,0,2,0,12,0,0,0,0,0,0,11,0.22857143,5,0
DBB50,O=C(OC1C(O)C(O)C(CO)OC1OC(=O)c1cc(O)c(O)c(O)c1)C=Cc1ccc(O)cc1,12,7,-0.27000001,203.44,478.40601,0.27272728,34,3,12,6,0,1,2,0,2,0,12,0,0,0,0,0,0,12,0.22222222,5,0
DBB51,O=C(OCC1C(O)C(O)C(O)C(OC(=O)c2cc(O)c(O)c(O)c2)O1)C=Cc1ccccc1,11,6,0.0244,183.21001,462.40701,0.27272728,33,3,11,6,0,1,2,0,2,0,12,0,0,0,0,0,0,11,0.22857143,5,0
DBB52,O(C)c1c(O)c2C(=O)c3c(c(O)c(C)c(O)c3)C(=O)c2c(OC2C(O)C(O)C(O)C(CO)O2)c1,12,7,-0.92548001,203.44,478.40601,0.36363637,34,4,12,4,1,1,2,0,2,0,12,0,0,0,0,0,0,12,0.10810811,5,0
DBB53,O=C(O)c1c(O)cc(O)cc1CCCCCCCC=CCCCCCC,3,3,6.2056999,77.760002,362.51001,0.59090906,26,1,4,14,0,0,1,0,1,0,6,0,0,0,0,0,0,4,0.53846157,0,0
DBB54,O=C(OC)CCc1cc(O)c(OC2C(O)C(O)C(O)C(COC3C(O)C(O)C(O)C(CO)O3)O2)cc1,14,8,-3.4993,225.06,520.48401,0.68181819,36,3,14,9,0,2,1,0,1,0,6,0,0,0,0,0,0,14,0.2631579,10,0
DBB55,O=C(OC1C(c2cc(O)c(O)cc2)Oc2c(c(O)cc(O)c2)C1)c1ccc(O)cc1,8,5,3.1164,136.67999,410.37799,0.13636364,30,4,8,3,0,1,3,0,3,0,18,0,0,0,0,0,0,8,0.12121212,2,0
DBB56,O(C)c1c(O)c2OC(c3ccc(O)cc3)=C(OC3C(O)C(O)C(O)C(CO)O3)C(=O)c2c(O)c1,12,7,-0.2359,199.50999,478.40601,0.31818181,34,4,12,5,0,1,2,1,3,0,12,0,0,0,0,0,0,12,0.13513513,5,0
DBB57,O(C(C(O)c1cc(OC)c(O)c(OC)c1)C)c1c(OC)cc(CC=C)cc1OC,7,2,3.6559999,86.610001,404.45901,0.36363637,29,2,7,10,0,0,2,0,2,0,12,0,0,0,0,0,0,7,0.33333334,2,0
DBB58,O(C(C(O)c1cc(OC)c(OC)c(O)c1)C)c1c(OC)cc(CC=C)cc1OC,7,2,3.6559999,86.610001,404.45901,0.36363637,29,2,7,10,0,0,2,0,2,0,12,0,0,0,0,0,0,7,0.33333334,2,0
DBB59,O(c1c(C)c(OC2C(O)C(O)C(O)C(CO)O2)cc(C(C)C)c1)C1C(O)C(O)C(O)C(CO)O1,12,8,-2.5241799,198.75999,490.50201,0.72727275,34,3,12,7,0,2,1,0,1,0,6,0,0,0,0,0,0,12,0.19444445,10,0
DBB60,O(C)c1c(O)cc(O)c2C(=O)C(OC3C(O)C(O)C(O)C(CO)O3)=C(c3ccc(O)cc3)Oc12,12,7,-0.2359,199.50999,478.40601,0.31818181,34,4,12,5,0,1,2,1,3,0,12,0,0,0,0,0,0,12,0.13513513,5,0
DBB61,O=C(OCC)CCCC=CCC=CCC=CCC=CCC=CCC,2,0,6.4712,26.299999,330.51199,0.5,24,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.65217394,0,0
DBB62,O=C(O)CCCCCCCCCCCC=CCC=CCC=CCC,1,1,7.2209001,37.299999,334.54401,0.68181819,24,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.73913044,0,0
DBB63,O=C(Oc1c(c(O)c2oc3c(c2c1OC(=O)C)cc(O)c(O)c3)-c1ccc(O)cc1)C,9,4,3.9260001,146.66,424.36099,0.090909094,31,4,9,3,0,0,3,1,4,0,19,0,0,0,0,0,0,9,0.14705883,0,0
DBB64,O=C(C=CCc1ccc(O)cc1)CC(=O)CC=Cc1cc(OC)c(O)cc1,5,2,3.8369,83.830002,366.41299,0.18181819,27,2,5,9,0,0,2,0,2,0,12,0,0,0,0,0,0,5,0.32142857,0,0
DBB65,O(C)c1c(O)c(OC)cc(C=2Oc3c(c(O)cc(OC4C(O)C(O)C(O)CO4)c3)C(=O)C=2)c1,11,5,0.7062,168.28,462.40701,0.31818181,33,4,11,5,0,1,2,1,3,0,12,0,0,0,0,0,0,11,0.1388889,4,0
DBB66,O=C(OCC(O)c1c(O)c(O)c(O)o1)CCCCCCCCCCCCCCC,7,4,5.4542999,120.36,414.539,0.77272725,29,1,7,17,0,0,0,1,1,0,5,0,0,0,0,0,0,7,0.62068963,1,0
DBB67,Oc1c(O)c(O)cc(C)c1CC=C(CCC=C(CCC=C(C)C)C)C,3,3,6.0735202,60.689999,344.495,0.45454547,25,1,3,8,0,0,1,0,1,0,6,0,0,0,0,0,0,3,0.31999999,0,0
DBB68,O=C(O)C1C(O)C(O)C(O)C(Oc2cc(O)c3C(=O)C=C(c4cc(OC)c(O)c(O)c4)Oc3c2)O1,12,7,-0.1436,216.58,492.38901,0.27272728,35,4,13,5,0,1,2,1,3,0,12,0,0,0,0,0,0,13,0.13157895,5,0
DBB69,S(=O)(=O)(OCC1C(c2cc(OC)c(O)c(OC)c2)c2c(OC)c(O)c(OC)cc2CC1CO)O,10,4,1.8643,161.21001,500.522,0.45454547,34,3,12,9,1,0,2,0,2,0,12,0,0,0,0,0,0,11,0.25,3,0
DBB70,O(C)c1ccc(C2Oc3c(C(=O)C2)ccc(OC2C(O)C(O)C(O)C(CO)O2)c3)cc1,9,4,0.58039999,134.91,432.42499,0.40909091,31,4,9,5,0,2,2,0,2,0,12,0,0,0,0,0,0,9,0.14705883,6,0
DBB71,O=C(C(CC)C)c1c(OC2C(O)C(O)C(O)C(COC3C(O)C(O)(CO)CO3)O2)cc(O)cc1O,13,8,-2.0297999,215.83,504.48499,0.68181819,35,3,13,9,0,2,1,0,1,0,6,0,0,0,0,0,0,13,0.24324325,9,0
DBB72,O=C(OC(C(=C)C1C(OC(=O)C)C(=O)C2(C)OC2C1O)CC=C(C)C)C(=CC)C,7,1,2.4259,102.43,406.47501,0.59090906,29,2,7,7,1,1,0,0,0,0,0,0,0,0,0,0,0,7,0.30000001,6,0
DBB73,O=C(OCC(CCCC)CC)CCCCC(=O)OCC(CCCC)CC,4,0,6.066,52.599998,370.57401,0.90909094,26,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.75999999,2,0
DBB74,O=C(OCCCC)CCCCCCCCCCCCCCCCC,2,0,7.5911999,26.299999,340.59201,0.95454544,24,0,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.86956519,0,0
DBB75,O(C)c1cc(OC2C(O)C(O)C(O)C(CO)O2)c2C(=O)CC(c3ccccc3)Oc2c1,9,4,0.58039999,134.91,432.42499,0.40909091,31,4,9,5,0,2,2,0,2,0,12,0,0,0,0,0,0,9,0.14705883,6,0
DBB76,O(C)c1c(O)c2C(=O)C=C(c3cc(OC4C(O)C(O)C(O)C(CO)O4)c(O)cc3)Oc2cc1O,12,7,-0.2359,199.50999,478.40601,0.31818181,34,4,12,5,0,1,2,1,3,0,12,0,0,0,0,0,0,12,0.13513513,5,0
DBB77,O(C)c1c(O)c2C(=O)C=C(c3cc(O)c(OC4C(O)C(O)C(O)C(CO)O4)cc3)Oc2cc1O,12,7,-0.2359,199.50999,478.40601,0.31818181,34,4,12,5,0,1,2,1,3,0,12,0,0,0,0,0,0,12,0.13513513,5,0
DBB78,O(C)c1cc(OC2C(O)C(O)C(O)C(CO)O2)c2C(=O)c3c(O)cc(C)cc3C(=O)c2c1,10,5,-0.33668,162.98,446.40799,0.36363637,32,4,10,4,1,1,2,0,2,0,12,0,0,0,0,0,0,10,0.11428571,5,0
DBB79,O(C)c1c(OC)c2c(C(O)C3OC(=O)C42C3C(C)(C)CCC4)cc1C(C)C,5,1,3.8636999,64.989998,374.47699,0.68181819,27,4,5,3,2,1,1,0,1,0,6,0,0,0,0,0,0,5,0.1,4,0
DBB80,O(C)c1ccc(C2Oc3c(C(=O)C2)ccc(OC2C(O)C(O)C(O)C(C)O2)c3)cc1,8,3,1.608,114.68,416.42599,0.40909091,30,4,8,4,0,2,2,0,2,0,12,0,0,0,0,0,0,8,0.12121212,6,0
DBB81,O(C)c1ccc(C2C(O)C(=O)c3c(O)cc(OC4C(O)C(O)C(O)C(C)O4)cc3O2)cc1,10,5,0.28439999,155.14,448.42401,0.40909091,32,4,10,4,0,2,2,0,2,0,12,0,0,0,0,0,0,10,0.11428571,7,0
DBB82,O=C(O)c1cc(O)c(O)c(CCC(=CCC=C(CCC=C(C)C)C)C)c1,3,3,5.7577,77.760002,358.478,0.40909091,26,1,4,9,0,0,1,0,1,0,6,0,0,0,0,0,0,4,0.34615386,0,0
DBB83,O=C(O)c1cc(O)c2OC(CCC=C(CCC=C(C)C)C)C(=C)Cc2c1,3,2,5.4229999,66.760002,356.46201,0.40909091,26,2,4,7,0,1,1,0,1,0,6,0,0,0,0,0,0,4,0.25925925,1,0
DBB84,O=C(O)c1cc2c(OC(CCC=C(CCC=C(C)C)C)(C)C=C2)cc1,2,1,6.0219998,46.529999,340.46301,0.40909091,25,2,3,7,0,1,1,0,1,0,6,0,0,0,0,0,0,3,0.26923078,1,0
DBB85,O(C)c1c2c3c(c(O)c1)OC(C)(C)C3CC=1C(=O)c3c(O)cc(OC)cc3OC2=1,7,2,3.6991,98.360001,396.39499,0.31818181,29,5,7,2,1,1,2,1,3,0,12,0,0,0,0,0,0,7,0.060606062,1,0
DBB86,O(C)c1ccc(C2=C(OC3C(O)C(O)C(O)C(C)O3)C(=O)c3c(O)cc(O)cc3O2)cc1,10,5,1.0861,159.05,446.40799,0.31818181,32,4,10,4,0,1,2,1,3,0,12,0,0,0,0,0,0,10,0.11428571,5,0
DBB87,O(C)c1c(OC)cc(C2Oc3c(c(O)cc(O)c3)C(=O)C2)cc1CC=C(C)C,6,2,4.3302002,85.220001,384.42801,0.31818181,28,3,6,5,0,1,2,0,2,0,12,0,0,0,0,0,0,6,0.16666667,1,0
DBB88,O(CC)C1C(Cc2cc3OCOc3cc2)C(Cc2cc3OCOc3cc2)CO1,6,0,3.5544,55.380001,384.42801,0.45454547,28,5,6,6,0,3,2,0,2,0,12,0,0,0,0,0,0,6,0.1875,3,0
DBB89,O=C(OC1C(=C)C2C(C(C(OC(=O)C)C)C(=O)C2)C(C(C)C)C1)C(=CC)C,5,0,3.8694999,69.669998,376.49301,0.68181819,27,2,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0.25,6,0
DBB90,O=C(OC1C(=C)C2C(C(C(OC(=O)C)C)C(=O)C2)C(C(C)C)C1)C=C(C)C,5,0,3.8694999,69.669998,376.49301,0.68181819,27,2,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0.25,6,0
DBB91,O(C)C12OC(=O)CC1=C1C(C)(C(C(C=CC(C(C)C)C)C)CC1)CC2,3,0,5.2670999,35.529999,346.51099,0.77272725,25,3,3,5,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0.18518518,5,0
DBB92,ClCC1(O)C(OC(=O)CC(C)C)C=C2C(COC(=O)C)=COC(OC(=O)CC(C)C)C12,8,1,2.8629999,108.36,458.935,0.68181819,31,2,9,9,1,1,0,0,0,0,0,0,0,1,0,0,0,8,0.375,4,0
DBB93,O(C)c1c(O)c(OC)cc(CCC(O)CC(O)CCc2cc(OC)c(O)cc2)c1,7,4,2.8009,108.61,406.47501,0.45454547,29,2,7,11,0,0,2,0,2,0,12,0,0,0,0,0,0,7,0.36666667,2,0
DBB94,O(C)c1c(CC=C(C)C)c(O)c(C2COc3c(c(OC)cc(O)c3)C2)cc1,5,2,4.3424001,68.150002,370.44501,0.36363637,27,3,5,5,0,1,2,0,2,0,12,0,0,0,0,0,0,5,0.1724138,1,0
DBB95,O=Cc1c(O)cc(OC)c2c1OCC(c1c(O)c(CC=C(C)C)c(O)cc1)C2,6,3,3.8519001,96.220001,384.42801,0.31818181,28,3,6,5,0,1,2,0,2,0,12,0,0,0,0,0,0,6,0.16666667,1,0
DBB96,O=Cc1c(O)cc(OC)c2c1OCC(c1c3OC(C)(C)C=Cc3c(O)cc1)C2,6,2,3.8218,85.220001,382.41199,0.31818181,28,4,6,3,0,2,2,0,2,0,12,0,0,0,0,0,0,6,0.096774191,1,0
DBB97,O(C)c1c(OC)ccc-2c1C(C)N(C)c1c3c(cc4OCOc4c3)ccc-21,5,0,4.7635002,40.16,363.41299,0.27272728,27,5,5,2,0,2,3,0,3,0,16,0,0,0,0,0,1,4,0.064516127,1,0
DBB98,O(C)c1c(CC=C(C)C)c(OC)cc2OCC3c4c(OC3c12)cc(O)cc4,5,1,4.5278001,57.150002,368.42899,0.36363637,27,4,5,4,0,2,2,0,2,0,12,0,0,0,0,0,0,5,0.13333334,2,0
DBB99,O(C)c1c2C(=O)C(c3c(OC4C(O)C(O)C(O)CO4)cccc3)=COc2cc2OCOc12,10,3,1.0151,137.05,444.392,0.31818181,32,5,10,4,0,2,2,1,3,0,12,0,0,0,0,0,0,10,0.11111111,4,0
DBB100,O(C)c1c2C(=O)C(OC)=C(c3ccc(O)cc3)Oc2c2c(OC(C)(C)C=C2)c1,6,1,4.3670001,78.129997,380.396,0.22727273,28,4,6,3,0,1,2,1,3,0,12,0,0,0,0,0,0,6,0.096774191,0,0
DBB101,O=C1OC(CCCCCCCCCCCCC)Cc2c1c(O)ccc2,3,1,6.1747999,46.529999,346.51099,0.68181819,25,2,3,12,0,1,1,0,1,0,6,0,0,0,0,0,0,3,0.46153846,1,0
DBB102,O=C(C)c1c(O)c(CC2=C(O)C(C)=C(CC)OC2=O)c2OC(C(=C)C)Cc2c1O,7,3,3.30042,117.2,400.427,0.36363637,29,3,7,5,0,1,1,1,2,0,6,0,0,0,0,0,0,7,0.16129032,1,0
DBB103,O(C(C(O)c1cc(OC)c(OC)cc1)C)c1c(OC)cc(C=CCO)cc1OC,7,2,3.2274001,86.610001,404.45901,0.36363637,29,2,7,10,0,0,2,0,2,0,12,0,0,0,0,0,0,7,0.33333334,2,0
DBB104,O=C(OC(CC1(C)C(C)CCC23C(C(=O)OC2)=CCCC13)c1cocc1)C,5,0,4.5897002,65.739998,372.461,0.63636363,27,4,5,4,2,1,0,1,1,0,5,0,0,0,0,0,0,5,0.16666667,5,0
DBB105,Clc1c(C)c(Cl)ccc1C(=O)c1c(OCC(=O)c2ccc(C)cc2)n(C)nc1C,5,0,5.1448598,61.189999,431.319,0.22727273,29,3,7,6,0,0,2,1,3,0,17,0,0,2,0,0,2,3,0.19354838,0,0
DBB106,O(C)c1c(OC)c2-c3c(OC)ccc(c3)CC(=O)C(=O)CCCCc(c1O)c2,6,1,3.4921,82.059998,384.42801,0.36363637,28,3,6,3,1,0,2,0,2,0,12,0,0,0,0,0,0,6,0.1,0,0
